split,ratio,base_imp,scheme,mse,variance,bias2
0.5,100,50,original,0.002077229945378539,0.0020681435195242766,9.086425854262296e-06
0.5,100,50,harmonic,0.0014040517343103822,0.0013610667635220845,4.298497078829782e-05
0.5,100,100,original,0.001186195613256817,0.0011692552903068817,1.6940322949935312e-05
0.5,100,100,harmonic,0.0005513423311065198,0.000548806350717064,2.5359803894556536e-06
0.7,1,2,original,0.0517689491128892,0.05151775909653493,inf
0.7,1,2,harmonic,0.04498912887341926,0.04475404298286396,inf
0.7,1,5,original,0.8760912100976433,0.8630408620416194,0.013050348056023958
0.7,1,5,harmonic,0.7341847475658141,0.7230119587604158,0.01117278880539832
0.7,1,10,original,0.016936966251351604,0.016672379485084755,0.0002645867662668514
0.7,1,10,harmonic,0.01235332453033149,0.012079163563081929,0.000274160967249561
0.7,1,20,original,0.012961565453442316,0.012654399358721124,0.0003071660947211911
0.7,1,20,harmonic,0.005281043850418528,0.005099625029131959,0.00018141882128656957
0.7,1,50,original,0.002521747976693277,0.002513633670918802,8.114305774475026e-06
0.7,1,50,harmonic,0.0015784000403742456,0.0015584428530795904,1.9957187294655112e-05
0.7,1,100,original,0.0013374795907440114,0.001333423784536207,4.055806207804472e-06
0.7,1,100,harmonic,0.0006833301208591858,0.0006777024816621952,5.62763919699054e-06
0.7,5,2,original,0.17972345483683927,0.16989606103927485,0.009827393797564418
0.7,5,2,harmonic,0.11430913043502518,0.11003327458164276,0.0042758558533824206
0.7,5,5,original,0.030727388197270545,0.029909993669985403,0.00081739452728515
0.7,5,5,harmonic,0.01671438325828135,0.016530469171608813,0.0001839140866725395
0.7,5,10,original,0.013342704775420586,0.013214039192641205,0.0001286655827793805
0.7,5,10,harmonic,0.009916032562249424,0.009814569644248573,0.00010146291800085213
0.7,5,20,original,0.006245083709831079,0.006132151496662211,0.00011293221316886763
0.7,5,20,harmonic,0.004014824696959928,0.003927751763585971,8.707293337395806e-05
0.7,5,50,original,0.002431915328737408,0.0024240930534439624,7.822275293445579e-06
