alpha,beta,rho,worst_ratio,M,b0,frac,harmonic_loses
0.193069772888325,10.0,0.0193069772888325,1.0000000000000004,50,2,1.0,1
0.2682695795279726,0.1,2.682695795279726,1.0720987547708838,200,5,0.75,1
0.2682695795279726,0.13894954943731375,1.9306977288832505,1.01343141369122,5,2,0.55,1
0.2682695795279726,0.193069772888325,1.389495494373138,1.0045446959600506,10,2,0.5,1
0.2682695795279726,0.2682695795279726,1.0,1.0000000000000002,2,2,1.0,1
0.2682695795279726,0.372759372031494,0.719685673001152,1.0000000000000004,2,2,1.0,1
0.2682695795279726,0.517947467923121,0.5179474679231213,1.0000000000000004,10,2,1.0,1
0.2682695795279726,0.7196856730011519,0.37275937203149406,1.0000000000000007,50,2,1.0,1
0.2682695795279726,1.0,0.2682695795279726,1.0000000000000002,2,2,1.0,1
0.2682695795279726,1.3894954943731375,0.19306977288832505,1.0000000000000007,10,2,1.0,1
0.2682695795279726,1.9306977288832496,0.1389495494373138,1.0000000000000004,50,2,1.0,1
0.2682695795279726,2.6826957952797246,0.10000000000000005,1.0000000000000004,50,2,1.0,1
0.2682695795279726,3.72759372031494,0.07196856730011521,1.0000000000000004,10,2,1.0,1
0.2682695795279726,5.17947467923121,0.05179474679231213,1.0000000000000007,10,2,1.0,1
0.2682695795279726,7.196856730011517,0.037275937203149416,1.0000000000000007,10,2,1.0,1
0.2682695795279726,10.0,0.02682695795279726,1.0000000000000004,10,2,1.0,1
0.372759372031494,0.1,3.72759372031494,1.188588970206148,200,5,0.7000000000000001,1
0.372759372031494,0.13894954943731375,2.682695795279726,1.0720987547708836,200,5,0.75,1
0.372759372031494,0.193069772888325,1.9306977288832503,1.01343141369122,5,2,0.55,1
0.372759372031494,0.2682695795279726,1.3894954943731375,1.0045446959600506,10,2,0.5,1
0.372759372031494,0.372759372031494,1.0,1.0000000000000007,50,2,1.0,1
0.372759372031494,0.517947467923121,0.7196856730011522,1.0000000000000004,10,2,1.0,1
0.372759372031494,0.7196856730011519,0.5179474679231212,1.0000000000000007,10,2,1.0,1
0.372759372031494,1.0,0.372759372031494,1.0000000000000004,10,2,1.0,1
0.372759372031494,1.3894954943731375,0.2682695795279726,1.0000000000000004,10,2,1.0,1
0.372759372031494,1.9306977288832496,0.19306977288832505,1.0000000000000004,10,2,1.0,1
0.372759372031494,2.6826957952797246,0.13894954943731383,1.0000000000000004,10,2,1.0,1
0.372759372031494,3.72759372031494,0.1,1.0000000000000004,10,2,1.0,1
0.372759372031494,5.17947467923121,0.07196856730011522,1.0000000000000004,2,2,1.0,1
0.372759372031494,7.196856730011517,0.05179474679231213,1.0000000000000002,2,5,0.0,1
0.372759372031494,10.0,0.0372759372031494,1.0000000000000004,10,2,1.0,1
0.517947467923121,0.1,5.179474679231209,1.3291236684690564,200,5,0.7000000000000001,1
0.517947467923121,0.13894954943731375,3.7275937203149394,1.1885889702061478,200,5,0.7000000000000001,1
0.517947467923121,0.193069772888325,2.682695795279725,1.0720987547708836,200,5,0.75,1
0.517947467923121,0.2682695795279726,1.9306977288832494,1.0134314136912195,5,2,0.55,1
0.517947467923121,0.372759372031494,1.3894954943731372,1.0045446959600504,10,2,0.5,1
0.517947467923121,0.517947467923121,1.0,1.0000000000000002,2,2,1.0,1
0.517947467923121,0.7196856730011519,0.7196856730011519,1.0000000000000004,10,2,1.0,1
0.517947467923121,1.0,0.517947467923121,1.0000000000000007,50,2,1.0,1
0.517947467923121,1.3894954943731375,0.37275937203149395,1.0000000000000007,10,2,1.0,1
0.517947467923121,1.9306977288832496,0.2682695795279726,1.0000000000000004,10,2,1.0,1
0.517947467923121,2.6826957952797246,0.19306977288832505,1.0000000000000004,50,2,1.0,1
0.517947467923121,3.72759372031494,0.13894954943731375,1.0000000000000007,50,2,1.0,1
0.517947467923121,5.17947467923121,0.09999999999999999,1.0000000000000004,10,2,1.0,1
0.517947467923121,7.196856730011517,0.07196856730011521,1.0000000000000004,50,2,1.0,1
0.517947467923121,10.0,0.051794746792312094,1.0000000000000004,10,2,1.0,1
0.7196856730011519,0.1,7.196856730011519,1.4911492336515344,200,5,0.75,1
0.7196856730011519,0.13894954943731375,5.179474679231212,1.3291236684690566,200,5,0.7000000000000001,1
0.7196856730011519,0.193069772888325,3.7275937203149403,1.1885889702061483,200,5,0.7000000000000001,1
0.7196856730011519,0.2682695795279726,2.6826957952797255,1.0720987547708833,200,5,0.75,1
0.7196856730011519,0.372759372031494,1.93069772888325,1.0134314136912197,5,2,0.55,1
0.7196856730011519,0.517947467923121,1.389495494373138,1.0045446959600506,10,2,0.5,1
0.7196856730011519,0.7196856730011519,1.0,1.0000000000000004,50,2,1.0,1
0.7196856730011519,1.0,0.7196856730011519,1.0000000000000002,2,2,1.0,1
0.7196856730011519,1.3894954943731375,0.5179474679231211,1.0000000000000004,50,2,1.0,1
0.7196856730011519,1.9306977288832496,0.37275937203149406,1.0000000000000004,10,2,1.0,1
0.7196856730011519,2.6826957952797246,0.26826957952797265,1.0000000000000007,10,2,1.0,1
0.7196856730011519,3.72759372031494,0.193069772888325,1.0000000000000007,2,2,1.0,1
0.7196856730011519,5.17947467923121,0.13894954943731377,1.0000000000000004,10,2,1.0,1
0.7196856730011519,7.196856730011517,0.10000000000000003,1.0000000000000004,2,2,1.0,1
0.7196856730011519,10.0,0.0719685673001152,1.0000000000000002,2,2,1.0,1
1.0,0.1,10.0,1.7911525823051644,200,20,0.9,1
1.0,0.13894954943731375,7.196856730011521,1.4911492336515342,200,5,0.75,1
1.0,0.193069772888325,5.179474679231212,1.3291236684690564,200,5,0.7000000000000001,1
1.0,0.2682695795279726,3.72759372031494,1.1885889702061476,200,5,0.7000000000000001,1
1.0,0.372759372031494,2.682695795279726,1.0720987547708833,200,5,0.75,1
1.0,0.517947467923121,1.9306977288832508,1.01343141369122,5,2,0.55,1
1.0,0.7196856730011519,1.3894954943731377,1.0045446959600506,10,2,0.5,1
1.0,1.0,1.0,1.0000000000000002,2,2,1.0,1
1.0,1.3894954943731375,0.7196856730011522,1.0000000000000007,10,2,1.0,1
1.0,1.9306977288832496,0.5179474679231213,1.0000000000000002,2,2,1.0,1
1.0,2.6826957952797246,0.3727593720314942,1.0000000000000007,10,2,1.0,1
1.0,3.72759372031494,0.2682695795279726,1.0000000000000007,50,2,1.0,1
1.0,5.17947467923121,0.19306977288832505,1.0000000000000004,2,2,1.0,1
1.0,7.196856730011517,0.13894954943731383,1.0000000000000007,50,2,1.0,1
