alpha,beta,surrogate_h,surrogate_o,ratio_h_over_o
1.5811388300841895,0.05,8.986736433127972e-05,0.00021519042025896698,0.4176178671110474
1.5811388300841895,0.05,8.416786760014472e-05,0.00022002690402634747,0.3825344358345646
1.5811388300841895,0.05,8.271254521249843e-05,0.0007518805703915716,0.11000755767557951
1.5811388300841895,0.05,9.551473792718273e-05,0.0008124973598168702,0.11755698252202433
1.5811388300841895,0.05,8.734826193350381e-05,0.0002538401675998128,0.34410732847927816
1.5811388300841895,0.05,6.789666246899823e-05,0.00014579132971689264,0.4657112504621812
1.5811388300841895,0.05,7.568699735135226e-05,0.00031751991332645585,0.23836929330959852
1.5811388300841895,0.05,8.806531392963931e-05,0.0002008547600133961,0.4384527104250144
1.5811388300841895,0.05,8.899977900653957e-05,0.00021183819699251315,0.4201309313904566
1.5811388300841895,0.05,8.247985758606199e-05,0.00012363831742880654,0.6671059530841283
1.5811388300841895,0.05,8.738315771360326e-05,0.00022768870247159728,0.383783458577633
1.5811388300841895,0.05,7.81405754635463e-05,0.000184211431476914,0.42418961101954816
1.5811388300841895,0.05,8.978985058591461e-05,0.000293271647882472,0.30616614744122045
1.5811388300841895,0.05,8.743796688555865e-05,0.0002245126102907603,0.38945681836009155
1.5811388300841895,0.05,8.02275601844794e-05,0.0002903947521895712,0.27627069559475526
1.5811388300841895,0.05,7.693780930465197e-05,0.00010824445982199746,0.710778264598228
1.5811388300841895,0.05,8.123122210129865e-05,0.00019419190434138024,0.4183038545134095
1.5811388300841895,0.05,7.667811873125588e-05,0.0007749590002274051,0.09894474250735244
1.5811388300841895,0.05,8.897826622873693e-05,0.0001804723526696714,0.4930299013256552
1.5811388300841895,0.05,8.268250828257695e-05,0.00022734395593752434,0.36368905406615987
1.5811388300841895,0.05,7.441257640562143e-05,9.581069556152215e-05,0.7766625215432182
1.5811388300841895,0.05,7.38896165134187e-05,0.0001117700487521931,0.6610860184667215
1.5811388300841895,0.05,7.931006361013516e-05,0.00019946815613552883,0.3976076439802645
1.5811388300841895,0.05,7.609283458428936e-05,0.00029825164709849916,0.2551296374204408
1.5811388300841895,0.05,7.807016876912319e-05,0.00024808711448711675,0.31468852757839383
1.5811388300841895,0.05,6.564705230060302e-05,8.505796692258388e-05,0.7717919282076441
1.5811388300841895,0.05,6.648053821116078e-05,0.000135888141260483,0.48922987388373146
1.5811388300841895,0.05,7.879013765624079e-05,0.00015046695126859995,0.5236374964200065
1.5811388300841895,0.05,7.217699274146364e-05,0.00024957825786138093,0.28919583524600007
1.5811388300841895,0.05,7.810527674826376e-05,0.0001240917998284697,0.6294152946143706
1.5811388300841895,0.05,8.776624300289011e-05,0.00017749346488769995,0.4944759124422963
1.5811388300841895,0.05,9.325867975316135e-05,0.0008174679896533146,0.1140823627757119
1.5811388300841895,0.05,7.112085855216114e-05,0.00015530648777050478,0.4579387479115225
1.5811388300841895,0.05,8.873966073301368e-05,0.00030834469813974176,0.28779369734062
1.5811388300841895,0.05,7.676251967812622e-05,0.0002232454827258992,0.3438480310590439
1.5811388300841895,0.05,7.681506487684664e-05,0.00014144554681669587,0.5430716385606251
1.5811388300841895,0.05,8.56809877743374e-05,0.0001963372251853672,0.43639705966835224
1.5811388300841895,0.05,7.659052620721449e-05,0.00011253170642783651,0.680612856931392
1.5811388300841895,0.05,7.464829725566745e-05,0.00025805645594813217,0.2892711867308265
1.5811388300841895,0.05,8.304429287628259e-05,0.0004675142303320446,0.17762944417178853
1.5811388300841895,0.05,8.468004689740199e-05,0.00012155280763395612,0.6966523319840321
1.5811388300841895,0.05,8.276390591957946e-05,0.00011298265780771426,0.7325363690809589
1.5811388300841895,0.05,8.469714772791789e-05,0.0002502530674622748,0.3384459922381804
1.5811388300841895,0.05,8.2177480133241e-05,0.00016251279427416772,0.5056677568081391
1.5811388300841895,0.05,7.290910173730706e-05,9.764285647941376e-05,0.7466916102836323
1.5811388300841895,0.05,7.615761708286623e-05,0.00013070476721996756,0.5826690081984383
1.5811388300841895,0.05,8.492115864730587e-05,0.00045443701778330535,0.1868711291644816
1.5811388300841895,0.05,8.476737267786135e-05,0.00041576568094587446,0.20388256309422662
1.5811388300841895,0.05,8.617352142410187e-05,0.00014666014317356394,0.5875728712614198
1.5811388300841895,0.05,7.060496387579452e-05,0.0007360124558145345,0.09592903396948223
1.5811388300841895,0.05,8.571765380657467e-05,0.00024163452396296968,0.3547409219541444
1.5811388300841895,0.05,8.08545465194961e-05,0.00010919792394078146,0.7404403270829938
1.5811388300841895,0.05,6.883199897436756e-05,8.751872936521658e-05,0.786483070236668
1.5811388300841895,0.05,7.148878898185449e-05,0.00016676634461686501,0.4286763564080954
1.5811388300841895,0.05,7.919141316914515e-05,0.00023330473465414415,0.3394333736370167
1.5811388300841895,0.05,7.931480983218531e-05,0.00016351246171612826,0.48506889933491837
1.5811388300841895,0.05,7.070645347312584e-05,0.00025156582916237497,0.2810654122165688
1.5811388300841895,0.05,8.524165442740435e-05,0.0002510730540733452,0.3395093700596918
1.5811388300841895,0.05,7.427867204642931e-05,0.00019009428606428817,0.3907464742065363
1.5811388300841895,0.05,9.561779478630769e-05,0.00013634889114002354,0.7012729915648009
1.5811388300841895,0.05,7.25641401666964e-05,0.00011592355106078208,0.625965470369769
1.5811388300841895,0.05,8.0694620830066e-05,0.00013231726515709077,0.6098570790007115
1.5811388300841895,0.05,8.161875511109356e-05,0.0004382836413153451,0.18622359453377102
1.5811388300841895,0.05,8.32504347149737e-05,0.000276182461264028,0.3014327352068422
1.5811388300841895,0.05,9.035028614837348e-05,0.00027148587370376046,0.3327992168276194
1.5811388300841895,0.05,6.843283597693133e-05,0.00011878593797364211,0.5761021644844541
1.5811388300841895,0.05,8.017124484871546e-05,0.00023978123698345638,0.3343516192396941
1.5811388300841895,0.05,7.184546550641167e-05,0.0007393935467878372,0.09716809920580376
1.5811388300841895,0.05,7.865569320994592e-05,0.00015538594133451876,0.506195686266198
1.5811388300841895,0.05,8.954698329312681e-05,0.00020020368357019416,0.4472793991411772
1.5811388300841895,0.05,8.937049510499635e-05,0.00018382624648788324,0.4861683073689215
1.5811388300841895,0.05,7.611314335526555e-05,0.0002631380679008247,0.28925173754772787
1.5811388300841895,0.05,9.660344477286324e-05,0.0002969538917112885,0.32531462785739584
1.5811388300841895,0.05,8.028695733321029e-05,0.0001302090524410321,0.6166004269908186
1.5811388300841895,0.05,7.3025862970616e-05,0.00012727566641846665,0.573761387589329
1.5811388300841895,0.05,7.635562075874474e-05,0.00010860600920200348,0.7030515283618044
1.5811388300841895,0.05,7.298301784875487e-05,0.0001672216223650661,0.43644486171425634
1.5811388300841895,0.05,8.052147495362584e-05,0.00028338265905885956,0.2841439741621637
1.5811388300841895,0.2811706625951745,8.31928742260138e-05,0.0001393052747833735,0.5971983067789987
1.5811388300841895,0.2811706625951745,0.00010599249313942719,0.00018647515885212066,0.5684000688986237
1.5811388300841895,0.2811706625951745,8.858392818373604e-05,0.0001464692021858472,0.6047955943075082
1.5811388300841895,0.2811706625951745,8.901996324377902e-05,0.00018242801176766694,0.4879731044657292
1.5811388300841895,0.2811706625951745,9.543029988089786e-05,0.0002101886573251027,0.454022120391083
1.5811388300841895,0.2811706625951745,8.55292755557991e-05,0.00041307393857806756,0.20705560813208934
1.5811388300841895,0.2811706625951745,9.284626726877436e-05,0.0001637123906744015,0.5671303612774867
1.5811388300841895,0.2811706625951745,9.116411128755098e-05,0.00016814411541869945,0.5421784227211351
1.5811388300841895,0.2811706625951745,8.315521402118693e-05,0.0002884066446893482,0.28832627663886184
1.5811388300841895,0.2811706625951745,0.00010995819988382806,0.0004322725602648343,0.2543723798162473
1.5811388300841895,0.2811706625951745,9.808250778402488e-05,0.00018671844202771786,0.5252963055971985
1.5811388300841895,0.2811706625951745,9.271183146703817e-05,0.00038425042714285997,0.24127970958004674
1.5811388300841895,0.2811706625951745,8.966464517045787e-05,0.00019391878026694378,0.4623824729457753
1.5811388300841895,0.2811706625951745,0.00010564113414662159,0.0003734069140970744,0.28291156419015345
1.5811388300841895,0.2811706625951745,8.239261406611876e-05,0.00022417016473499186,0.3675449592657487
1.5811388300841895,0.2811706625951745,8.788181511197345e-05,0.00023912086280455,0.3675204834962699
1.5811388300841895,0.2811706625951745,9.209731986660409e-05,0.00021860277058269675,0.4212998747505076
1.5811388300841895,0.2811706625951745,0.00010019536685660285,0.00018880834485079224,0.5306723436179862
1.5811388300841895,0.2811706625951745,9.326857181383406e-05,0.0003711738684168148,0.25128000581414
1.5811388300841895,0.2811706625951745,8.227300738241803e-05,0.00018315256670010894,0.44920477427504757
1.5811388300841895,0.2811706625951745,9.740312233628391e-05,0.0005144672546992487,0.18932812816867148
1.5811388300841895,0.2811706625951745,8.5292194438667e-05,0.00022747149596269602,0.3749577241653803
1.5811388300841895,0.2811706625951745,7.792065486651212e-05,0.00023030495444482065,0.338336858858941
1.5811388300841895,0.2811706625951745,9.242748790210132e-05,0.00021239160292079468,0.4351748686437923
1.5811388300841895,0.2811706625951745,8.343054437493851e-05,0.0003274410201190399,0.2547956402793018
1.5811388300841895,0.2811706625951745,9.002493647909242e-05,0.00024011770626383854,0.37492002518204165
1.5811388300841895,0.2811706625951745,9.126125576059427e-05,0.00019546557438765956,0.4668917073837219
1.5811388300841895,0.2811706625951745,9.189062571975595e-05,0.00018032725290573754,0.5095770286468565
1.5811388300841895,0.2811706625951745,0.00010040870186004997,0.00037048956636641833,0.27101627407435447
1.5811388300841895,0.2811706625951745,9.320571910813152e-05,0.00016386714269332257,0.5687883341114092
1.5811388300841895,0.2811706625951745,7.744832898903467e-05,0.0004249226210674248,0.18226454688263236
1.5811388300841895,0.2811706625951745,8.057098253852889e-05,0.00015865297044994305,0.5078441475758566
1.5811388300841895,0.2811706625951745,9.478676854835028e-05,0.0002253822486467878,0.4205600446239989
1.5811388300841895,0.2811706625951745,9.245562891779871e-05,0.00024358181532531425,0.379567041136959
1.5811388300841895,0.2811706625951745,0.00011498035208014123,0.0008633872746907094,0.13317355426778854
1.5811388300841895,0.2811706625951745,9.045873658559045e-05,0.00034367023748711615,0.26321376342337954
1.5811388300841895,0.2811706625951745,0.00010105323491057444,0.0003128975728068641,0.32295947202169417
1.5811388300841895,0.2811706625951745,0.00010688014811642018,0.0003794100888539563,0.28170085945595613
1.5811388300841895,0.2811706625951745,9.861076664034862e-05,0.00014575489245277848,0.6765520181238268
1.5811388300841895,0.2811706625951745,9.31477021537769e-05,0.0002590005991738257,0.35964280565722456
1.5811388300841895,0.2811706625951745,9.157096828103775e-05,0.00015708061946669767,0.5829552276527119
1.5811388300841895,0.2811706625951745,9.83530967674283e-05,0.00018787868063416146,0.5234925880650719
1.5811388300841895,0.2811706625951745,0.00010416384776564837,0.0001939213712261704,0.5371447566970952
1.5811388300841895,0.2811706625951745,0.0001083555935507538,0.00032543103148932135,0.3329602375497782
1.5811388300841895,0.2811706625951745,9.010388455129938e-05,0.00026881646174217863,0.3351873764253242
1.5811388300841895,0.2811706625951745,0.00010159887767643102,0.00016842070597410897,0.6032445778492915
1.5811388300841895,0.2811706625951745,9.584682556270814e-05,0.0009303463702159357,0.10302273285643265
1.5811388300841895,0.2811706625951745,9.055581214205302e-05,0.0007655638570026016,0.11828642550682128
1.5811388300841895,0.2811706625951745,0.00010248691836810782,0.00020104981521109803,0.5097588289772798
1.5811388300841895,0.2811706625951745,9.36195420493747e-05,0.000333558878769901,0.28066871550421624
1.5811388300841895,0.2811706625951745,9.137325011599257e-05,0.0003316316010056348,0.2755263667241411
1.5811388300841895,0.2811706625951745,8.554741714053514e-05,0.00016184278176704692,0.5285834573930538
1.5811388300841895,0.2811706625951745,0.00010921095606400786,0.00048647557959400234,0.22449422056324386
1.5811388300841895,0.2811706625951745,8.874319596483624e-05,0.000241593431985841,0.3673245387318194
1.5811388300841895,0.2811706625951745,0.00010842729074327903,0.0002533441870063187,0.42798412714547396
1.5811388300841895,0.2811706625951745,9.172344462340143e-05,0.00042058997514159255,0.21808281234597313
1.5811388300841895,0.2811706625951745,9.177058849411692e-05,0.00023541228676322366,0.38982922155808825
1.5811388300841895,0.2811706625951745,9.044834260093944e-05,0.00015182526665861778,0.5957397249583917
1.5811388300841895,0.2811706625951745,8.450664107572357e-05,0.00013206937477282455,0.6398655344669066
1.5811388300841895,0.2811706625951745,9.177914491680646e-05,0.00022352916431862553,0.4105913659927685
1.5811388300841895,0.2811706625951745,8.645519552617221e-05,0.00030052579811301817,0.2876797801354118
1.5811388300841895,0.2811706625951745,7.942282985559155e-05,0.00012634974692526854,0.6285950845834886
1.5811388300841895,0.2811706625951745,8.275774514781252e-05,0.00024127274905199833,0.34300494139094356
1.5811388300841895,0.2811706625951745,9.988278570946937e-05,0.00017503262989051376,0.5706523736285511
1.5811388300841895,0.2811706625951745,8.425655495583611e-05,0.00014532172361012892,0.5797932536355042
1.5811388300841895,0.2811706625951745,8.922189088529196e-05,0.00013800060691583337,0.6465325977856636
1.5811388300841895,0.2811706625951745,7.805087786340431e-05,0.00019060713485300832,0.40948560463696854
1.5811388300841895,0.2811706625951745,8.858605689930772e-05,0.0002491559730646777,0.3555445844210683
1.5811388300841895,0.2811706625951745,8.686299211196723e-05,0.0001954313485143297,0.44446805884675217
1.5811388300841895,0.2811706625951745,0.00011533014790511445,0.00027691170742332176,0.4164870780591678
1.5811388300841895,0.2811706625951745,9.792114331481191e-05,0.0002973319198997434,0.3293327650385794
1.5811388300841895,0.2811706625951745,8.296379566934513e-05,0.00016875459204296608,0.49162392954748146
1.5811388300841895,0.2811706625951745,9.444122097123064e-05,0.00038630700063780184,0.24447193764365127
1.5811388300841895,0.2811706625951745,9.344441940109142e-05,0.00020232629456935587,0.46185010010678273
1.5811388300841895,0.2811706625951745,8.491993856170465e-05,0.00015961703680659523,0.5320230237364978
1.5811388300841895,0.2811706625951745,9.079960365901402e-05,0.00022448528478082792,0.40447908978828856
1.5811388300841895,0.2811706625951745,8.643625489468393e-05,0.00018578084297115742,0.4652592458529387
1.5811388300841895,0.2811706625951745,9.981255778841952e-05,0.0003531088147106622,0.28266798683631295
1.5811388300841895,0.2811706625951745,9.12145899901629e-05,0.00019409094650300228,0.4699579843037756
1.5811388300841895,0.2811706625951745,7.708803831609779e-05,0.0001074095819758822,0.7177016882293349
1.5811388300841895,0.2811706625951745,8.582516561087373e-05,0.0008327346201339786,0.10306424584228926
1.5811388300841895,0.2811706625951745,0.00010881192165264445,0.0005982767342190918,0.18187556932942173
1.5811388300841895,0.2811706625951745,0.00010507596129023699,0.0002430607239521979,0.43230333384056735
1.5811388300841895,0.2811706625951745,9.144976216875682e-05,0.00018265088079551283,0.5006806524581701
1.5811388300841895,0.2811706625951745,9.41773984695513e-05,0.00032552657168417355,0.28930786811751386
1.5811388300841895,0.2811706625951745,9.50475725224061e-05,0.00019378631804499777,0.49047617747882366
1.5811388300841895,0.2811706625951745,8.805420739927726e-05,0.00013631729960515506,0.6459503500606855
1.5811388300841895,0.2811706625951745,8.299607390365246e-05,0.0006079309504620287,0.13652220509677174
1.5811388300841895,0.2811706625951745,9.617512111759068e-05,0.00036086610573565005,0.2665119266923979
1.5811388300841895,0.2811706625951745,8.02952698878636e-05,0.0002313841278695592,0.3470215119212039
1.5811388300841895,0.2811706625951745,8.849197183407096e-05,0.0002028479444047937,0.43624781159961173
1.5811388300841895,0.2811706625951745,8.536348892275987e-05,0.00033561928697513566,0.2543461959296875
1.5811388300841895,0.2811706625951745,8.399536832739883e-05,0.00021765833746125024,0.38590466741184465
1.5811388300841895,0.2811706625951745,9.455759349588123e-05,0.00014291922284058944,0.6616156428540739
1.5811388300841895,0.2811706625951745,9.926818636133602e-05,0.00030522219334820476,0.3252325306767208
1.5811388300841895,0.2811706625951745,8.40372473541683e-05,0.00041155376362540563,0.2041950646104615
1.5811388300841895,0.2811706625951745,9.422180972690207e-05,0.00023479619817656975,0.4012918882785575
1.5811388300841895,0.2811706625951745,9.304011279337749e-05,0.0003185558078430201,0.2920684869108598
1.5811388300841895,0.2811706625951745,0.00010617276846050172,0.00018826777718654488,0.5639455144535996
1.5811388300841895,0.2811706625951745,9.416132657632654e-05,0.00019305066976093666,0.48775446722319454
1.5811388300841895,0.2811706625951745,9.032319285709257e-05,0.00014839665842650125,0.608660557554457
1.5811388300841895,0.2811706625951745,9.595616845772318e-05,0.0002320432136395786,0.41352714846798844
1.5811388300841895,0.2811706625951745,9.42947131062752e-05,0.00016774408304349756,0.5621343620318562
1.5811388300841895,0.2811706625951745,9.50349655755933e-05,0.0004220624789619574,0.22516800311017288
1.5811388300841895,0.2811706625951745,8.504754934270689e-05,0.00019202658237287376,0.44289466745579575
1.5811388300841895,0.2811706625951745,8.872303236047712e-05,0.0008628692136830185,0.10282326794552922
1.5811388300841895,0.2811706625951745,9.671961671127219e-05,0.0001529817637950222,0.6322297136073372
1.5811388300841895,0.2811706625951745,9.988649321350927e-05,0.00018117585684623527,0.5513234210796827
1.5811388300841895,0.2811706625951745,8.228638338515295e-05,0.0003589815949126842,0.22922173323445072
1.5811388300841895,0.2811706625951745,0.00010285946581347757,0.0005259167925513907,0.1955812540506139
1.5811388300841895,0.2811706625951745,8.666656817591316e-05,0.00033604888677758445,0.2578986914879258
1.5811388300841895,0.2811706625951745,9.735028615305541e-05,0.00016082550980319702,0.6053161981092642
1.5811388300841895,0.2811706625951745,8.379350760748572e-05,0.0001345074320281737,0.6229656335267368
1.5811388300841895,0.2811706625951745,9.35011515188242e-05,0.00019828936696330714,0.4715389077626453
1.5811388300841895,0.2811706625951745,8.54154461876344e-05,0.0001981802317396515,0.43099882080996
1.5811388300841895,0.2811706625951745,9.356529958359121e-05,0.0003230310461485137,0.2896480096856527
1.5811388300841895,0.2811706625951745,9.572233225495219e-05,0.00014691102053635905,0.6515667232143544
1.5811388300841895,0.2811706625951745,9.559987467487337e-05,0.00016886010659522465,0.5661483733634983
1.5811388300841895,0.2811706625951745,9.206973474412778e-05,0.000601917600073167,0.1529606955053916
1.5811388300841895,0.2811706625951745,8.285849335412447e-05,0.00024212749106829252,0.34221018434769174
1.5811388300841895,0.2811706625951745,9.065647633818558e-05,0.0001389849254522072,0.6522756050213493
1.5811388300841895,0.2811706625951745,8.806409816697569e-05,0.000303545003789638,0.2901187536198278
1.5811388300841895,0.2811706625951745,0.00010223253266191666,0.00025609054305136955,0.39920463849932053
1.5811388300841895,0.2811706625951745,9.269014219614046e-05,0.00016655555189859438,0.5565118733032322
1.5811388300841895,0.2811706625951745,8.316953772397657e-05,0.00012554423792002212,0.6624719628865776
1.5811388300841895,0.2811706625951745,9.260326633650735e-05,0.00024569038946050206,0.37691041371154055
1.5811388300841895,0.2811706625951745,8.457415557593138e-05,0.000140248640523142,0.6030301274968584
1.5811388300841895,0.2811706625951745,8.447061210452285e-05,0.0001576469197271744,0.5358215197018037
1.5811388300841895,0.2811706625951745,8.064415062921645e-05,0.00043382331296123983,0.18589169419860488
1.5811388300841895,0.2811706625951745,8.195614273149359e-05,0.00031991854299060407,0.256178156993859
1.5811388300841895,0.2811706625951745,9.404388174932856e-05,0.0001826204224129615,0.5149691393039609
1.5811388300841895,0.2811706625951745,8.696759098439575e-05,0.0002820151791458893,0.3083791136625541
1.5811388300841895,0.2811706625951745,7.603808105919005e-05,0.00024461105811667656,0.31085299922508325
1.5811388300841895,0.2811706625951745,0.0001014286894181703,0.0008533402056988104,0.11886078816022638
1.5811388300841895,0.2811706625951745,8.199082603309374e-05,0.0001724929951942371,0.4753284383563942
1.5811388300841895,0.2811706625951745,8.956965941626032e-05,0.000770424780734449,0.11626009658058144
1.5811388300841895,0.2811706625951745,8.216818461423318e-05,0.00016857641812950916,0.4874239560073421
1.5811388300841895,0.2811706625951745,0.00010132172011810175,0.0007192397600517981,0.14087335787833083
1.5811388300841895,0.2811706625951745,8.789930133472999e-05,0.00020157143362796256,0.43607022955923624
1.5811388300841895,0.2811706625951745,8.721902418188704e-05,0.000164690066697245,0.5295949290142954
1.5811388300841895,0.2811706625951745,7.7522353528548e-05,0.0001775205196237944,0.4366951701855941
1.5811388300841895,0.2811706625951745,0.00010912779063304222,0.0003853118292084239,0.2832194144084077
1.5811388300841895,0.2811706625951745,9.081907677946156e-05,0.000515591926463868,0.17614526550548312
1.5811388300841895,0.2811706625951745,9.61138579845124e-05,0.0001767591553178994,0.543756038048794
1.5811388300841895,0.2811706625951745,8.42485971703386e-05,0.00016595155113777177,0.5076698385325487
1.5811388300841895,0.2811706625951745,9.103625477315583e-05,0.0006154054507786723,0.14792890550119064
1.5811388300841895,0.2811706625951745,7.65872761842903e-05,0.00012316374662611215,0.6218329523279775
1.5811388300841895,0.2811706625951745,8.412795465969029e-05,0.0002050317557457594,0.4103167060814202
1.5811388300841895,0.2811706625951745,6.934964079023837e-05,0.0007193288273674036,0.09640881631846157
1.5811388300841895,0.2811706625951745,8.994126722089734e-05,0.00014792913350175285,0.608002393388126
1.5811388300841895,0.2811706625951745,9.344798024640919e-05,0.00019235872008634,0.4858005927907254
1.5811388300841895,0.2811706625951745,9.636425125115897e-05,0.00024597505292860963,0.3917643277390702
1.5811388300841895,0.2811706625951745,8.688591054975675e-05,0.00021783776382736214,0.3988560524272293
1.5811388300841895,0.2811706625951745,9.568241249429058e-05,0.0009452042863123972,0.10122934679822941
1.5811388300841895,0.2811706625951745,8.089434907736111e-05,0.00011799424414244402,0.6855787726366085
1.5811388300841895,0.2811706625951745,9.376901239263229e-05,0.00023671759465356462,0.39612185367911884
1.5811388300841895,0.2811706625951745,9.91785058427762e-05,0.0002972433290521117,0.33366099807538
1.5811388300841895,0.2811706625951745,7.601721629027225e-05,0.00020780384749758058,0.3658123620216286
1.5811388300841895,0.2811706625951745,0.00010202915369120071,0.0002135103534520876,0.47786513413316223
1.5811388300841895,0.2811706625951745,8.269487172140169e-05,0.0005575903768352076,0.14830756619359958
1.5811388300841895,0.2811706625951745,8.356114848319389e-05,0.00011560228341397214,0.7228330273024206
1.5811388300841895,0.2811706625951745,9.31646385574523e-05,0.00022165108388077988,0.420321150369664
1.5811388300841895,0.2811706625951745,9.790988045175831e-05,0.0002500686815261131,0.3915319577575099
1.5811388300841895,0.2811706625951745,9.103688829568965e-05,0.00015751821019835315,0.5779451669813439
1.5811388300841895,0.2811706625951745,9.325264922537339e-05,0.00018485745651043023,0.5044570610551043
1.5811388300841895,0.2811706625951745,8.658064549025793e-05,0.0001570883312450631,0.5511589868199007
1.5811388300841895,0.2811706625951745,8.648240591916927e-05,0.00015225491599536153,0.5680105982377867
1.5811388300841895,0.2811706625951745,9.28772502511314e-05,0.0002253259368279534,0.412190676131738
1.5811388300841895,0.2811706625951745,9.693809907443399e-05,0.00015587712681193306,0.6218879001496515
1.5811388300841895,0.2811706625951745,0.00010541089709196722,0.0005035790227786001,0.20932344741117506
1.5811388300841895,0.2811706625951745,9.550166018084365e-05,0.0008028216732170311,0.11895750123206524
1.5811388300841895,0.2811706625951745,0.00010213131544515905,0.00027142814401117407,0.37627385994635304
1.5811388300841895,0.2811706625951745,9.432035529931146e-05,0.00037130867916032633,0.2540214128918466
1.5811388300841895,0.2811706625951745,9.252612350129226e-05,0.00020140245545515096,0.4594091134201505
1.5811388300841895,0.2811706625951745,9.278610825371266e-05,0.0008574594751632564,0.10821048800708233
1.5811388300841895,0.2811706625951745,9.923650313571108e-05,0.00022314355728542915,0.44472044966449514
1.5811388300841895,0.2811706625951745,8.609724818790356e-05,0.00020177315887397816,0.42670317830369836
1.5811388300841895,0.2811706625951745,9.477827206620822e-05,0.0003459997082456874,0.27392587278977726
1.5811388300841895,0.2811706625951745,8.739283884045954e-05,0.000928015030270802,0.09417179247081552
1.5811388300841895,0.2811706625951745,8.51742930102007e-05,0.00019261419915159143,0.442201527121927
1.5811388300841895,0.2811706625951745,8.232506098675518e-05,0.0001552548467674941,0.5302575906698951
1.5811388300841895,0.2811706625951745,8.224445935824192e-05,0.0003253059612516032,0.25282186358285375
1.5811388300841895,0.2811706625951745,0.0001073604232553645,0.00021167409722535875,0.5071967929125654
1.5811388300841895,0.2811706625951745,7.569438938170548e-05,0.00020723903422585106,0.3652516026455374
1.5811388300841895,0.2811706625951745,9.608281597653831e-05,0.0002239929374485499,0.4289546673702963
1.5811388300841895,0.2811706625951745,8.500753057466177e-05,0.00020222979958958747,0.42035115866790723
1.5811388300841895,0.2811706625951745,9.245928114683885e-05,0.0005509707388184398,0.16781159984125174
1.5811388300841895,0.2811706625951745,9.856306869678732e-05,0.0001686349072185124,0.5844760751050911
1.5811388300841895,0.2811706625951745,8.081852172782022e-05,0.0001487152415337309,0.5434447800664018
1.5811388300841895,0.2811706625951745,9.263804543088893e-05,0.00021395958218230513,0.4329698370412609
1.5811388300841895,0.2811706625951745,9.215894817839361e-05,0.00035616858712560787,0.2587509160258775
1.5811388300841895,0.2811706625951745,7.945662794422618e-05,0.0003557528734972383,0.2233478177228075
1.5811388300841895,0.2811706625951745,7.42983601829498e-05,0.0001624183927392433,0.45745040897081807
1.5811388300841895,0.2811706625951745,8.147556095244742e-05,0.00014358233089255327,0.567448379239768
1.5811388300841895,0.2811706625951745,8.220347897404565e-05,0.00017339243508809004,0.4740891892560544
1.5811388300841895,0.2811706625951745,8.900445984765258e-05,0.00017263855302048105,0.5155537873228901
1.5811388300841895,0.2811706625951745,8.975022096488705e-05,0.0004530307494819244,0.19811066040776118
1.5811388300841895,0.2811706625951745,8.585340367811803e-05,0.0002588433142117311,0.3316809782766529
1.5811388300841895,0.2811706625951745,9.764863448286261e-05,0.0003659822286985246,0.2668125029734709
1.5811388300841895,0.2811706625951745,7.989545159414269e-05,0.00015635003719718165,0.5110037261672162
1.5811388300841895,1.5811388300841895,0.00014591228597898796,0.00024056950066644233,0.6065286147029096
1.5811388300841895,1.5811388300841895,0.0001646874871984399,0.00032324422595838144,0.5094831522826454
1.5811388300841895,1.5811388300841895,0.00014055283693614062,0.00021479085408342475,0.6543706785650655
1.5811388300841895,1.5811388300841895,0.00014401979404289635,0.0002884460683741532,0.4992953963792059
1.5811388300841895,1.5811388300841895,0.00015484129131477104,0.00029414821711330855,0.5264056768194681
1.5811388300841895,1.5811388300841895,0.00015938604265841274,0.000353064374772906,0.45143620837115384
1.5811388300841895,1.5811388300841895,0.00014716654537037506,0.00032805152852059436,0.4486080160456752
1.5811388300841895,1.5811388300841895,0.00015327767038636632,0.0009305322453533519,0.1647204287135284
1.5811388300841895,1.5811388300841895,0.0001447756853055728,0.0002716627845745659,0.5329242484659684
1.5811388300841895,1.5811388300841895,0.00017468348762512113,0.0007592459992703578,0.23007495303629327
1.5811388300841895,1.5811388300841895,0.0001617454443888644,0.0003534149929102393,0.45766435390007537
1.5811388300841895,1.5811388300841895,0.00016255427233541564,0.00021939672692257428,0.7409147557282452
1.5811388300841895,1.5811388300841895,0.00013738782114845172,0.00023942512324664854,0.5738237461693564
1.5811388300841895,1.5811388300841895,0.00015268757004066038,0.00034602574601051223,0.44126072062863714
1.5811388300841895,1.5811388300841895,0.00018474200344461168,0.0007689693427494094,0.24024625323042967
1.5811388300841895,1.5811388300841895,0.00017612791795911236,0.0004923461443956225,0.35773189241751346
1.5811388300841895,1.5811388300841895,0.0001613196063065113,0.00046941184316996135,0.34366326426089305
1.5811388300841895,1.5811388300841895,0.0001743462114601813,0.00043870220231677587,0.3974135769993018
1.5811388300841895,1.5811388300841895,0.00016746258274742955,0.000958452123351264,0.17472190698674683
1.5811388300841895,1.5811388300841895,0.00013098353860817395,0.0001980513031734189,0.6613616598800227
1.5811388300841895,1.5811388300841895,0.00018103498166785925,0.0003064490921060193,0.5907505890251693
1.5811388300841895,1.5811388300841895,0.00015534754563867445,0.0006884810903938607,0.2256380717004217
