cap_pct,scheme,R,SE,V,ARE,ESS,cap,n_capped,weight_share_reduction
,uniform,1.6834081771119929,0.0042357325510919775,6.331085754577121e-06,1.0,4613072.0,,,
,harmonic,1.7095161964841468,0.0020219398605199478,1.3989108174090615e-06,4.525725068237728,1849.4539546217613,,,
99.99,harmonic@99.99,1.6625006880366018,0.002061052521689952,1.5369312837918192e-06,4.119303069267657,51606.656351101716,2079.059475052937,462.0,0.9743109941848818
99.9,harmonic@99.9,1.620729987888841,0.002141572429821002,1.745999836708015e-06,3.626051744949775,201186.96004850182,294.2043695665046,4614.0,0.9951642134537145
99.0,harmonic@99.0,1.605717834902785,0.0024005725774136726,2.235070461867153e-06,2.832611258836199,765044.5624961157,37.8924177142799,46131.0,0.9992595157857792
95.0,harmonic@95.0,1.6194963130913282,0.0027690302550619026,2.923448681959551e-06,2.1656223328447393,1857036.885011553,8.25,230624.0,0.9998394004387322
90.0,harmonic@90.0,1.6323494142255146,0.0030141070254411004,3.4095030483783766e-06,1.856894000311366,2633996.4028400197,4.105263157894737,458522.0,0.9999233073699298
