shrinkage_a,R_hat,SE,V,ARE_vs_uniform,ESS
0.0,1.519645236891688,1.0344019329898575e-28,4.633340534537365e-57,1.3664192621683211e+51,3904067.0000000047
1.0,2.343480005564831,0.14794243479716937,0.003985318349988037,0.0015886022642572898,1.1181008856568821
10.0,2.0655553296612945,0.04961636266342393,0.0005770004886584846,0.010972409692922059,1.510724634705347
100.0,1.9895603550296728,0.01751052739419549,7.746119927493436e-05,0.0817323487609079,2.222064630036722
1000.0,1.9918435128221832,0.0064195728286259865,1.0387279777856367e-05,0.6095037285963691,3.232831533400007
