budget,n_trials,ndcg_naive,se_naive,ndcg_uniform,se_uniform,ndcg_harmonic,se_harmonic,ndcg_oracle,se_oracle,delta_h_minus_u,delta_se
5,10,0.8542922624127547,0.009953932376209052,0.8475674944269684,0.010867001973884101,0.8476086560720419,0.010642177199962946,0.8516897827111476,0.009430255817770274,4.11616450735286e-05,0.0011897874755339977
20,10,0.8581084320989663,0.010395667226744384,0.855138077889493,0.00896706618220889,0.855861817643356,0.008701851943602217,0.8606484158346521,0.009127768475513557,0.0007237397538629731,0.0012420629284627168
